chinese_name,name,unit_price,price,min_p,max_p,gap,url
半脱脂长寿牛奶,Semi Skim Long Life Milk,2.2,2.2,2.2,2.2,0.0,https://www.coles.com.au/product/devondale-semi-skim-long-life-milk-1l-4824856
燕麦奶,Oat Milky,3.0,3.0,1.5,3.0,1.5,https://www.coles.com.au/product/vitasoy-oat-milky-1l-4950894
好好长寿淡豆奶 1L,So Good Long Life Lite Soy Milk 1L,2.2,2.2,2.2,2.2,0.0,https://www.coles.com.au/product/sanitarium-so-good-long-life-lite-soy-milk-1l-1l-5089883
淡奶,Light Milk,2.2,4.4,4.2,4.4,0.2,https://www.coles.com.au/product/devondale-light-milk-2l-1911604
全脂牛奶,Full Cream Milk,2.2,4.4,4.2,4.4,0.2,https://www.coles.com.au/product/devondale-full-cream-milk-2l-1913790
盐,Salt,2.2,2.2,2.2,2.2,0.0,https://www.coles.com.au/product/tata-salt-1kg-4389633
Devondale 100% 纯全脂长寿牛奶,Devondale 100% Pure Full Cream Long Life Milk,2.2,2.2,2.0,2.2,0.2,https://www.woolworths.com.au/shop/productdetails/33557
Devondale 半脱脂长寿牛奶,Devondale Semi Skim Long Life Milk,2.2,2.2,2.0,2.2,0.2,https://www.woolworths.com.au/shop/productdetails/230367
Devondale 脱脂长寿牛奶,Devondale Skim Long Life Milk,2.2,2.2,2.0,2.2,0.2,https://www.woolworths.com.au/shop/productdetails/33637
疗养院好长寿淡豆奶,Sanitarium So Good Long Life Lite Soy Milk,2.2,2.2,2.2,2.2,0.0,https://www.woolworths.com.au/shop/productdetails/16307
宏观有机椰奶不加糖,Macro Organic Coconut Milk Unsweetened,2.4,2.4,2.2,2.4,0.2,https://www.woolworths.com.au/shop/productdetails/150167
预包装红皇家洗土豆,Red Royale Washed Potatoes Prepacked,3.95,7.9,5.5,7.9,2.4,https://www.coles.com.au/product/coles-red-royale-washed-potatoes-prepacked-2kg-7963859
拉丝土豆,Brushed Potatoes,1.75,7.0,6.5,9.0,0.5,https://www.coles.com.au/product/coles-brushed-potatoes-4kg-3958530
全脂牛奶,Full Cream Milk,2.08,1.25,1.25,1.35,0.0,https://www.coles.com.au/product/coles-full-cream-milk-600ml-6759482
有机无糖燕麦奶,Organic Unsweetened Oat Milk,2.4,2.4,2.25,2.4,0.15,https://www.coles.com.au/product/coles-organic-unsweetened-oat-milk-1l-3492932
宏观有机燕麦奶不加糖,Macro Organic Oat Milk Unsweetened,2.4,2.4,2.25,2.4,0.15,https://www.woolworths.com.au/shop/productdetails/150166
诺科低脂牛奶,Norco Reduced Fat Milk,2.25,4.5,4.5,4.5,0.0,https://www.woolworths.com.au/shop/productdetails/293187
诺科脱脂牛奶,Norco Skim Milk,2.25,4.5,4.5,4.5,0.0,https://www.woolworths.com.au/shop/productdetails/260729
Woolworths 拉丝土豆袋,Woolworths Brushed Potatoes Bag,2.25,9.0,7.0,9.0,2.0,https://www.woolworths.com.au/shop/productdetails/124831
Woolworths 全麦自发面粉,Woolworths Wholemeal Self Raising Flour,2.25,2.25,2.25,2.25,0.0,https://www.woolworths.com.au/shop/productdetails/535606
Woolworths 全麦普通面粉,Woolworths Wholemeal Plain Flour,2.25,2.25,2.25,2.25,0.0,https://www.woolworths.com.au/shop/productdetails/535605
内在善良豆浆,Inner Goodness Soy Milk,2.29,2.29,2.29,2.29,0.0,https://www.aldi.com.au/en/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/inner-goodness-soy-milk-1l/
简单的香草冰甜点,Simply Vanilla Ice Dessert,2.25,4.5,4.5,4.5,0.0,https://www.coles.com.au/product/coles-simply-vanilla-ice-dessert-2l-207971
精选橙浆,Pick’d Orange Pulp,2.35,4.69,4.69,4.69,0.0,https://www.aldi.com.au/en/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/pickd-orange-pulp-2l/
不含采摘橙果肉,Pick’d Orange Pulp Free,2.35,4.69,4.69,4.69,0.0,https://www.aldi.com.au/en/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/pickd-orange-pulp-free-2l/
采摘的云苹果,Pick'd Cloudy Apple,2.35,4.69,4.69,4.69,0.0,https://www.aldi.com.au/en/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/pickd-cloudy-apple-2l/
奶农淡奶,Dairy Farmers Light Milk,2.35,4.7,4.3,4.7,0.4,https://www.woolworths.com.au/shop/productdetails/24133
奶农 脱脂牛奶 脱脂牛奶,Dairy Farmers Skim Milk Skim Milk,2.35,4.7,4.3,4.7,0.4,https://www.woolworths.com.au/shop/productdetails/89926
番茄切碎罐头,Chopped Tomatoes Canned,2.37,0.95,0.95,0.95,0.0,https://www.coles.com.au/product/coles-chopped-tomatoes-canned-400g-4218380
Farmdale有机全脂牛奶,Farmdale Organic Full Cream Milk,2.39,2.39,2.39,2.39,0.0,https://www.aldi.com.au/en/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/farmdale-organic-full-cream-milk-1l/
预包装胡萝卜 1Kg,Carrots Prepacked 1Kg,2.4,2.4,2.4,2.4,0.0,https://www.coles.com.au/product/coles-carrots-prepacked-1kg-1-each-9006560
椰奶,Coconut Milk,2.37,0.95,0.95,0.95,0.0,https://www.coles.com.au/product/coles-coconut-milk-400ml-3924527
黑豆,Black Beans,2.38,1.0,1.0,1.0,0.0,https://www.coles.com.au/product/coles-black-beans-420g-3812975
茉莉花白米饭,Jasmine White Rice,4.8,24.0,12.0,24.0,12.0,https://www.coles.com.au/product/sunrice-jasmine-white-rice-5kg-4363786
Woolworths 澳大利亚种植的胡萝卜,Woolworths Australian Grown Carrots,2.4,2.4,1.3,2.4,1.1,https://www.woolworths.com.au/shop/productdetails/135369
CSR细砂糖,Csr Caster Sugar,3.5,3.5,2.8,3.5,0.7,https://www.woolworths.com.au/shop/productdetails/38022
保罗斯智慧白牛奶,Pauls Smarter White Milk,2.42,4.85,4.35,4.85,0.5,https://www.woolworths.com.au/shop/productdetails/204746
维他奶淡味豆奶,Vitasoy Soy Milky Lite,2.45,2.45,1.95,2.45,0.5,https://www.woolworths.com.au/shop/productdetails/212841
维他奶普通豆奶,Vitasoy Soy Milky Regular,2.45,2.45,1.95,2.45,0.5,https://www.woolworths.com.au/shop/productdetails/212840
白翼自发面粉,White Wings Self Raising Flour,2.48,4.95,4.95,4.95,0.0,https://www.woolworths.com.au/shop/productdetails/33079
椰壳椰子水,Cocolicious Coconut Water,2.49,2.49,2.49,2.49,0.0,https://www.aldi.com.au/en/groceries/super-savers/super-savers-detail/ps/p/cocolicious-coconut-water-1l/
采摘的苹果芒果,Pick'd Apple Mango,2.5,4.99,4.99,4.99,0.0,https://www.aldi.com.au/en/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/pickd-apple-mango-2l/
胡萝卜松散,Carrots Loose,2.59,0.44,0.42,0.44,0.02,https://www.coles.com.au/product/coles-carrots-loose-approx.-170g-each-4223335
意大利番茄丁,Italian Diced Tomatoes,2.5,2.0,2.0,2.0,0.0,https://www.coles.com.au/product/coles-italian-diced-tomatoes-800g-6238990
椰子奶油,Coconut Cream,2.5,1.0,1.0,1.0,0.0,https://www.coles.com.au/product/coles-coconut-cream-400ml-5357676
糙米,Brown Rice,2.5,2.5,2.5,2.5,0.0,https://www.coles.com.au/product/coles-brown-rice-1-kg-1075107
Woolworths 鹰嘴豆不加盐,Woolworths Chickpeas No Added Salt,2.62,1.1,1.0,1.1,0.1,https://www.woolworths.com.au/shop/productdetails/259399
Woolworths 小扁豆不加盐,Woolworths Lentils No Added Salt,2.62,1.1,1.0,1.1,0.1,https://www.woolworths.com.au/shop/productdetails/259400
Woolworths 红芸豆不加盐,Woolworths Red Kidney Beans No Added Salt,2.62,1.1,1.0,1.1,0.1,https://www.woolworths.com.au/shop/productdetails/259401
Woolworths 黑豆无添加盐罐头,Woolworths Black Beans No Added Salt Can,2.62,1.1,1.0,1.1,0.1,https://www.woolworths.com.au/shop/productdetails/663581
Woolworths 四豆混合无添加盐罐头,Woolworths Four Bean Mix No Added Salt Can,2.62,1.1,1.0,1.1,0.1,https://www.woolworths.com.au/shop/productdetails/663580
Woolworths 墨西哥风格 3 豆混合无添加盐罐装,Woolworths Mexican Style 3 Bean Mix No Added Salt Can,2.62,1.1,1.0,1.1,0.1,https://www.woolworths.com.au/shop/productdetails/663582
澳大利亚自己的咖啡师豆奶,Australia's Own Barista Soy Milk,2.5,2.5,2.5,3.5,0.0,https://www.woolworths.com.au/shop/productdetails/272321
宏观有机杏仁奶,Macro Organic Almond Milk,2.5,2.5,2.5,2.5,0.0,https://www.woolworths.com.au/shop/productdetails/730941
Woolworths 洋葱棕色袋,Woolworths Onion Brown Bag,3.6,3.6,2.5,3.6,1.1,https://www.woolworths.com.au/shop/productdetails/144336
Woolworths 棕色洋葱袋,Woolworths Brown Onions Bag,2.75,5.5,4.0,5.5,1.5,https://www.woolworths.com.au/shop/productdetails/144427
Woolworths 糙米粒,Woolworths Brown Rice Grain,2.5,2.5,2.5,2.5,0.0,https://www.woolworths.com.au/shop/productdetails/777630
市场价格花园冷冻豌豆,Market Fare Garden Frozen Peas,2.59,2.59,2.59,2.59,0.0,https://www.aldi.com.au/en/groceries/freezer/freezer-detail/ps/p/market-fare-garden-peas-1kg-3/
番茄浓缩汤罐头,Condensed Canned Soup Tomato,2.62,1.1,1.1,1.1,0.0,https://www.coles.com.au/product/coles-condensed-canned-soup-tomato-420g-7390413
优质黄豌豆,Premium Yellow Split Peas,2.6,2.6,2.6,2.6,0.0,https://www.coles.com.au/product/gaganis-premium-yellow-split-peas-1kg-8192787
Woolworths 番茄酱焗豆,Woolworths Baked Beans In Tomato Sauce,2.62,1.1,1.1,1.1,0.0,https://www.woolworths.com.au/shop/productdetails/47682
这么好的巧克力燕麦奶,So Good Chocolate Oat Milk,3.5,3.5,2.6,3.5,0.9,https://www.woolworths.com.au/shop/productdetails/274781
Woolworths 番茄汤,Woolworths Tomato Soup,3.1,1.3,1.1,1.3,0.2,https://www.woolworths.com.au/shop/productdetails/659135
诺科全脂牛奶,Norco Full Cream Milk,2.6,2.6,2.6,2.6,0.0,https://www.woolworths.com.au/shop/productdetails/316080
玉米粒,Corn Kernels,2.62,1.1,1.1,1.1,0.0,https://www.coles.com.au/product/coles-corn-kernels-420g-4774066
豆类卷饼,Beans Cannellini,2.62,1.1,1.1,1.1,0.0,https://www.coles.com.au/product/coles-beans-cannellini-420g-4774088
扁豆,Lentils Beans,2.62,1.1,1.1,1.1,0.0,https://www.coles.com.au/product/coles-lentils-beans-420g-4774113
玉米粒 - NAS,Corn Kernels - NAS,2.62,1.1,1.1,1.1,0.0,https://www.coles.com.au/product/coles-corn-kernels---nas-420g-6355246
聪明买番茄酱焗豆,Smart Buy Baked Beans In Tomato Sauce,2.62,1.1,1.1,1.1,0.0,https://www.coles.com.au/product/coles-smart-buy-baked-beans-in-tomato-sauce-420g-7522966
鹰嘴豆,Chick Peas,2.62,1.1,1.1,1.1,0.0,https://www.coles.com.au/product/coles-chick-peas-420g-8075852
豆红肾,Beans Red Kidney,2.62,1.1,1.1,1.1,0.0,https://www.coles.com.au/product/coles-beans-red-kidney-420g-8075874
豆类黄油,Beans Butter,2.62,1.1,1.1,1.1,0.0,https://www.coles.com.au/product/coles-beans-butter-420g-8720150
豆类 4 豆混合,Beans 4 Bean Mix,2.62,1.1,1.1,1.1,0.0,https://www.coles.com.au/product/coles-beans-4-bean-mix-420g-8720171
Woolworths 玉米甜粒,Woolworths Corn Sweet Kernels,2.86,1.2,1.05,1.2,0.15,https://www.woolworths.com.au/shop/productdetails/218926
自发面粉,Self Raising Flour,2.7,2.7,2.7,2.7,0.0,https://www.coles.com.au/product/the-kind-harvest-self-raising-flour-1kg-3767790
皇冠印度香米,Crown Basmati Rice,2.29,11.45,11.45,13.5,0.0,https://www.coles.com.au/product/indya-crown-basmati-rice-5kg-2157262
烧烤酱,BBQ Sauce,2.65,5.3,5.3,5.3,0.0,https://www.coles.com.au/product/coles-bbq-sauce-2l-5296083
酱番茄,Sauce Tomato,2.65,5.3,5.3,5.3,0.0,https://www.coles.com.au/product/coles-sauce-tomato-2l-8849054
无麸质原味香草冰淇淋桶,Gluten Free Original Vanilla Ice Cream Tub,2.17,8.7,8.7,10.9,0.0,https://www.coles.com.au/product/peters-gluten-free-original-vanilla-ice-cream-tub-4l-5901329
无麸质原味那不勒斯多味冰淇淋桶,Gluten Free Original Neapolitan Multi Flavoured Ice Cream Tub,2.73,10.9,10.9,10.9,0.0,https://www.coles.com.au/product/peters-gluten-free-original-neapolitan-multi-flavoured-ice-cream-tub-4l-5901340
伍尔沃斯番茄酱,Woolworths Tomato Sauce,2.65,5.3,5.3,5.6,0.0,https://www.woolworths.com.au/shop/productdetails/18040
伍尔沃斯烧烤酱,Woolworths Barbecue Sauce,2.65,5.3,5.3,5.6,0.0,https://www.woolworths.com.au/shop/productdetails/73863
宏观有机原糖有机,Macro Organic Raw Sugar Organic,2.7,2.7,2.7,2.7,0.0,https://www.woolworths.com.au/shop/productdetails/215466
反抗白面包师面粉,Defiance White Baker's Flour,2.7,13.5,12.5,13.5,1.0,https://www.woolworths.com.au/shop/productdetails/91304
意大利番茄丁,Italian Diced Tomatoes,2.75,1.1,1.1,1.1,0.0,https://www.coles.com.au/product/coles-italian-diced-tomatoes-400g-5548754
意大利整颗去皮西红柿,Italian Whole Peeled Tomatoes,2.75,1.1,1.1,1.1,0.0,https://www.coles.com.au/product/coles-italian-whole-peeled-tomatoes-400g-9093215
Ice Break 常规 2 份浓度冰咖啡牛奶,Ice Break Regular 2 Shot Strength Iced Coffee Milk,3.25,6.5,5.5,6.5,1.0,https://www.woolworths.com.au/shop/productdetails/772287
健康贝克普通面粉 Easy Store,The Healthy Baker Plain Flour Easy Store,3.25,3.25,2.75,3.25,0.5,https://www.woolworths.com.au/shop/productdetails/230949
健康贝克自发面粉便利商店,The Healthy Baker Self Raising Flour Easy Store,3.25,3.25,2.75,3.25,0.5,https://www.woolworths.com.au/shop/productdetails/230952
市场价绿色冷冻豆,Market Fare Green Frozen Beans,2.79,2.79,2.79,2.79,0.0,https://www.aldi.com.au/en/groceries/freezer/freezer-detail/ps/p/market-fare-green-beans-1kg/
内在善良杏仁奶,Inner Goodness Almond Milk,2.79,2.79,2.79,2.79,0.0,https://www.aldi.com.au/en/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/inner-goodness-almond-milk-1l/
Farmdale 无乳糖全脂牛奶,Farmdale Lactose Free Full Cream Milk,2.79,2.79,2.79,2.79,0.0,https://www.aldi.com.au/en/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/farmdale-lactose-free-full-cream-milk-1l-1/
香草味蛋奶冻,Vanilla Flavoured Custard,2.79,2.79,2.79,2.79,0.0,https://www.aldi.com.au/en/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/vanilla-flavoured-custard-1kg/
淡椰奶,Light Coconut Milk,2.75,1.1,1.1,1.1,0.0,https://www.coles.com.au/product/coles-light-coconut-milk-400ml-4224677
淡椰子奶油,Light Coconut Cream,2.75,1.1,1.1,1.1,0.0,https://www.coles.com.au/product/coles-light-coconut-cream-400ml-4224713
荔枝味果汁,Litchi Sensation Fruit Juice,3.6,3.6,2.8,3.6,0.8,https://www.coles.com.au/product/ceres-litchi-sensation-fruit-juice-1l-3714466
苹果醋,Apple Cider Vinegar,2.77,5.55,5.55,5.55,0.0,https://www.coles.com.au/product/cornwell's-apple-cider-vinegar-2l-381902
茉莉香米,Jasmine Rice,2.75,5.5,5.5,5.5,0.0,https://www.coles.com.au/product/coles-jasmine-rice-2kg-9540299
茉莉香米,Jasmine Rice,2.8,14.0,14.0,14.0,0.0,https://www.coles.com.au/product/coles-jasmine-rice-5kg-2599420
原味香草冰淇淋,Originalvanilla Ice Cream,2.75,5.5,5.5,5.5,0.0,https://www.coles.com.au/product/peters-originalvanilla-ice-cream-2l-239785
原味彩虹冰淇淋,Original Rainbow Ice Cream,2.75,5.5,5.5,5.5,0.0,https://www.coles.com.au/product/peters-original-rainbow-ice-cream-2l-2858165
无麸质原味那不勒斯多味冰淇淋桶,Gluten Free Original Neapolitan Multi Flavoured Ice Cream Tub,2.75,5.5,5.5,5.5,0.0,https://www.coles.com.au/product/peters-gluten-free-original-neapolitan-multi-flavoured-ice-cream-tub-2l-315690
原味香蕉片冰淇淋,Original Banana Split Ice Cream,2.75,5.5,5.5,5.5,0.0,https://www.coles.com.au/product/peters-original-banana-split-ice-cream-2l-5488492
必需品冷冻混合蔬菜,Essentials Frozen Mixed Vegetables,2.8,2.8,2.8,2.8,0.0,https://www.woolworths.com.au/shop/productdetails/93915
Sanitarium So Good 燕麦无添加糖常温牛奶,Sanitarium So Good Oat No Added Sugar Uht Milk,2.8,2.8,1.95,2.8,0.85,https://www.woolworths.com.au/shop/productdetails/120207
澳大利亚自产 A2 蛋白全脂超高温牛奶,Australia's Own A2 Protein Full Cream Uht Milk,2.8,2.8,2.8,2.8,0.0,https://www.woolworths.com.au/shop/productdetails/109483
澳大利亚自己的低胆固醇牛奶,Australia's Own Lower Cholesterol Milk,2.8,2.8,2.8,2.8,0.0,https://www.woolworths.com.au/shop/productdetails/276707
康威尔苹果醋苹果酒,Cornwell's Apple Cider Vinegar Cider,3.5,7.0,6.3,7.0,0.7,https://www.woolworths.com.au/shop/productdetails/32523
奶农全脂牛奶,Dairy Farmers Full Cream Milk,2.8,2.8,2.8,2.8,0.0,https://www.woolworths.com.au/shop/productdetails/145536
Sanitarium So Good 冷冻普通豆浆,Sanitarium So Good Chilled Regular Soy Milk,2.8,2.8,2.8,2.8,0.0,https://www.woolworths.com.au/shop/productdetails/22771
Zafarelli 通心粉 Rigati 意大利面 18 号,Zafarelli Penne Rigati Pasta No 18,4.0,2.0,1.4,2.0,0.6,https://www.woolworths.com.au/shop/productdetails/9010
Zafarelli 螺丝粉 17 号意大利面,Zafarelli Fusilli Pasta No 17,4.0,2.0,1.4,2.0,0.6,https://www.woolworths.com.au/shop/productdetails/9011
扎法雷利 4 号意大利面,Zafarelli Spaghetti No4,4.0,2.0,1.4,2.0,0.6,https://www.woolworths.com.au/shop/productdetails/9014
Zafarelli 短笛意大利面 40 号,Zafarelli Piccolo Pasta No 40,4.0,2.0,1.4,2.0,0.6,https://www.woolworths.com.au/shop/productdetails/94849
Zafarelli 宽面条 12 号,Zafarelli Fettuccine Pasta No 12,4.0,2.0,1.4,2.0,0.6,https://www.woolworths.com.au/shop/productdetails/98596
Zafarelli 布卡蒂尼 6 号意大利面,Zafarelli Bucatini Pasta No 6,4.0,2.0,1.4,2.0,0.6,https://www.woolworths.com.au/shop/productdetails/9015
Woolworths 茉莉香米,Woolworths Jasmine Rice,3.0,15.0,14.0,15.0,1.0,https://www.woolworths.com.au/shop/productdetails/601343
Woolworths Essentials 传统麦片,Woolworths Essentials Traditional Muesli,2.78,2.5,2.5,2.5,0.0,https://www.woolworths.com.au/shop/productdetails/343660
必需品番茄酱,Essentials Tomato Paste,2.8,1.4,1.4,1.4,0.0,https://www.woolworths.com.au/shop/productdetails/34004
必需品 细砂糖,Essentials Caster Sugar,2.2,2.2,2.2,2.75,0.0,https://www.woolworths.com.au/shop/productdetails/720343
袋鼠面包师面粉,Wallaby Bakers Flour,2.52,12.6,9.9,14.0,2.7,https://www.woolworths.com.au/shop/productdetails/309217
维他奶 So Milky 豆浆,Vitasoy So Milky Soy Milk,2.85,2.85,1.95,2.85,0.9,https://www.woolworths.com.au/shop/productdetails/216825
维他奶低糖豆奶,Vitasoy Soy Milky Low Sugar Soy Milk,2.85,2.85,1.95,2.85,0.9,https://www.woolworths.com.au/shop/productdetails/216826
粗面粉,Semolina Coarse,2.85,2.85,2.85,2.85,0.0,https://www.coles.com.au/product/maharajah's-choice-semolina-coarse-1kg-7978186
意大利帕萨塔酱,Italian Passata Sauce,2.86,2.0,2.0,2.0,0.0,https://www.coles.com.au/product/coles-italian-passata-sauce-700g-5419718
Sanitarium So Good 长寿无糖杏仁奶,Sanitarium So Good Long Life Unsweetened Almond Milk,2.9,2.9,1.45,2.9,1.45,https://www.woolworths.com.au/shop/productdetails/744490
Sanitarium So Good 长寿原味杏仁奶,Sanitarium So Good Long Life Original Almond Milk,2.9,2.9,1.45,2.9,1.45,https://www.woolworths.com.au/shop/productdetails/710014
Sanitarium So Good 长寿无糖杏仁椰奶,Sanitarium So Good Long Life Unsweetened Almond Coconut Milk,2.9,2.9,1.45,2.9,1.45,https://www.woolworths.com.au/shop/productdetails/793384
Riverina 新鲜无乳糖全脂牛奶,Riverina Fresh Lactose Free Full Cream Milk,2.98,5.95,5.8,5.95,0.15,https://www.woolworths.com.au/shop/productdetails/789208
维他奶杏仁奶,Vitasoy Almond Milky,3.1,3.1,2.5,3.7,0.6,https://www.woolworths.com.au/shop/productdetails/155694
安娜丽莎番茄泥,Annalisa Tomato Puree,2.9,2.0,2.0,2.0,0.0,https://www.woolworths.com.au/shop/productdetails/852391
Pauls Farmhouse 黄金全脂牛奶,Pauls Farmhouse Gold Full Cream Milk,2.93,4.4,4.4,4.4,0.0,https://www.woolworths.com.au/shop/productdetails/405010
Pauls Farmhouse Gold 非均质全脂牛奶,Pauls Farmhouse Gold Full Cream Milk Unhomogenised,2.93,4.4,4.4,4.4,0.0,https://www.woolworths.com.au/shop/productdetails/404984
高纤维麸皮 530g,High Fibre Bran 530g,5.57,2.95,2.95,2.95,0.0,https://www.coles.com.au/product/coles-high-fibre-bran-530g-1-each-5116625
奶农淡奶,Dairy Farmers Light Milk,2.95,2.95,2.95,2.95,0.0,https://www.woolworths.com.au/shop/productdetails/144408
奶农塑造脱脂牛奶,Dairy Farmers Shape Skim Milk,2.95,2.95,2.95,2.95,0.0,https://www.woolworths.com.au/shop/productdetails/145537
保罗兹米尔牛奶,Pauls Zymil Milk,2.97,8.9,8.9,8.9,0.0,https://www.woolworths.com.au/shop/productdetails/155909
内在善良 - 咖啡师长寿燕麦奶,Inner Goodness - Barista Long Life Oat Milk,2.99,2.99,2.99,2.99,0.0,https://www.aldi.com.au/en/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/inner-goodness-barista-long-life-oat-milk-1l/
香草味蛋奶冻,Vanilla Flavour Custard,3.0,1.8,1.8,1.8,0.0,https://www.coles.com.au/product/coles-dairy-vanilla-flavour-custard-600g-7152346
乳白色冰咖啡,Milky Iced Coffee,3.0,3.0,3.0,3.0,0.0,https://www.coles.com.au/product/vitasoy-milky-iced-coffee-1l-1955235
蛋白质加,Protein Plus,3.0,3.0,3.0,3.0,0.0,https://www.coles.com.au/product/vitasoy-protein-plus-1l-2807142
Zymil 全脂长寿牛奶,Zymil Full Cream Long Life Milk,3.0,3.0,3.0,3.0,0.0,https://www.coles.com.au/product/pauls-zymil-full-cream-long-life-milk-1l-2807164
物理高钙减脂牛奶盒装,Physical High Calcium Reduced Fat Milk Carton,3.0,3.0,3.0,3.0,0.0,https://www.coles.com.au/product/pauls-physical-high-calcium-reduced-fat-milk-carton-1l-368584
