chinese_name,name,current_price,min_price,max_price,price_gap
无乳糖全脂牛奶,Lactose Free Full Cream Milk,3.0,2.7,3.0,0.3
无乳糖 99% 低脂牛奶,Lactose Free 99% Low Fat Milk,3.0,2.7,3.0,0.3
Zymil 低脂长寿牛奶,Zymil Low Fat Long Life Milk,3.0,3.0,3.0,0.0
天然奶油长寿豆奶 1L,Natural Creamy Long Life Soy Milk 1L,3.0,3.0,3.0,0.0
冰咖啡,Iced Coffee,6.5,5.8,6.5,0.7
巧克力味牛奶,Chocolate Flavoured Milk,6.5,5.8,6.5,0.7
草莓味牛奶,Strawberry Flavoured Milk,6.5,5.8,6.5,0.7
乳制品 HDPE 奶味奶,Dairy HDPE Milk Flavoured Milk,6.0,6.0,6.0,0.0
番茄丁,Diced Tomato,1.2,1.2,1.2,0.0
整个去皮的西红柿,Whole Peeled Tomatoes,1.2,1.2,1.2,0.0
加碘食盐,Iodised Table Salt,1.5,1.5,1.5,0.0
日常黄金印度香米,Everyday gold Basmati Rice,14.85,14.85,14.85,0.0
长粒优质白米,Long Grain Premium White Rice,2.4,2.4,3.0,0.0
茉莉花,Rice Jasmine,3.0,3.0,3.0,0.0
中粒白米,Medium Grain White Rice,15.0,15.0,15.0,0.0
巧克力味配料,Chocolate Flavoured Topping,1.8,1.8,1.8,0.0
番茄酱超值装番茄酱,Tomato Sauce Value Pack Ketchup,6.0,6.0,6.0,0.0
番茄罗勒帕萨塔,Passata Tomato & Basil,2.1,2.1,2.1,0.0
冷冻酥皮糕点 5 包,Frozen Shortcrust Pastry 5 pack,4.0,2.95,4.0,1.05
冷冻切豆,Frozen Cut Beans,3.0,3.0,3.0,0.0
Sanitarium So Good 咖啡师版杏仁奶,Sanitarium So Good Barista Edition Almond Milk,4.0,3.0,4.0,1.0
Sanitarium So Good Barista 版燕麦奶,Sanitarium So Good Barista Edition Oat Milk,4.0,3.0,4.0,1.0
Pureharvest 有机燕麦奶,Pureharvest Organic Oat Milk,3.0,2.0,3.0,1.0
Pauls Zymil 无乳糖全脂长寿牛奶,Pauls Zymil Lactose Free Full Cream Long Life Milk,3.0,2.5,3.0,0.5
维他奶超高温燕麦奶,Vitasoy Oat Milky Uht Milk,3.0,1.5,3.0,1.5
Pauls Zymil 无乳糖低脂长寿牛奶,Pauls Zymil Lactose Free Low Fat Long Life Milk,3.0,2.5,3.0,0.5
Liddells 全脂长效牛奶不含乳糖,Liddells Full Cream Long Life Milk Lactose Free,3.0,3.0,3.0,0.0
维他奶钙豆奶,Vitasoy Calci Plus Soy Milk,3.0,3.0,3.0,0.0
Pauls Zymil 脱脂超高温牛奶,Pauls Zymil Skim Uht Milk,3.0,2.5,3.0,0.5
Liddells 脱脂长寿牛奶不含乳糖,Liddells Skim Long Life Milk Lactose Free,3.0,3.0,3.0,0.0
Liddells 低脂长效牛奶不含乳糖,Liddells Low Fat Long Life Milk Lactose Free,3.0,3.0,3.0,0.0
维他奶杏仁奶,Vitasoy Almond Milky,3.0,1.5,3.0,1.5
维他奶原味豆奶,Vitasoy Original Soy Milk,3.0,3.0,3.0,0.0
Sanitarium So Good 长寿香草极乐豆奶,Sanitarium So Good Long Life Vanilla Bliss Soy Milk,3.0,3.0,3.0,0.0
诺科有机牛奶,Norco Organic Milk,6.0,6.0,6.0,0.0
Norco 纯泽西牛奶,Norco Pure Jersey Milk,6.0,6.0,6.0,0.0
Woolworths 迷你胡萝卜,Woolworths Carrot Mini,1.8,1.2,1.8,0.6
Woolworths 拉丝土豆袋,Woolworths Brushed Potatoes Bag,6.5,4.0,6.5,2.5
Sunrice 白米 优质长粒米,Sunrice White Rice Premium Long Grain,3.0,1.5,3.0,1.5
Woolworths 澳大利亚白中粒米,Woolworths Australian White Medium Grain Rice,3.0,3.0,3.0,0.0
Essentials 碘食盐桶,Essentials Iodised Table Salt Drum,1.5,1.5,1.5,0.0
欧式高汤液体鸡,Continental Superb Stock Liquid Stock Chicken,4.0,3.0,4.0,1.0
欧式液体鸡汤减盐,Continental Liquid Chicken Stock Salt Reduced,4.0,3.0,4.0,1.0
大陆优质高汤 真正的牛肉基料 液体高汤牛肉,Continental Superb Stock Real Beef Base Liquid Stock Beef,4.0,3.0,4.0,1.0
欧陆式蔬菜液体汤料 蔬菜汤料,Continental Vegetable Liquid Stock Vegetable Stock,4.0,3.0,4.0,1.0
喷泉番茄酱超值装,Fountain Tomato Sauce Value Pack,6.0,4.8,6.0,1.2
喷泉烧烤酱超值装,Fountain Barbecue Bbq Sauce Value Pack,6.0,4.8,6.0,1.2
阳光糖低GI糖,Sunshine Sugar Low Gi Sugar,3.0,3.0,3.0,0.0
灯塔面包和披萨普通面粉,Lighthouse Bread And Pizza Plain Flour,4.0,3.0,4.0,1.0
Lighthouse 意大利面普通面粉“00”,"Lighthouse Plain Flour For Pasta Tipo ""00""",4.0,3.0,4.0,1.0
灯塔饼干糕点和蛋糕普通面粉,Lighthouse Biscuit Pastry & Cake Plain Flour,4.0,3.0,4.0,1.0
Lighthouse 面包披萨和玉米饼用全麦普通面粉,Lighthouse Wholemeal Plain Flour For Bread Pizza & Tortilla,3.0,3.0,4.0,0.0
无乳糖全脂牛奶,Lactose Free Full Cream Milk,3.1,3.1,3.1,0.0
无乳糖淡奶,Lactose Free Lite Milk,3.1,3.1,3.1,0.0
燕麦奶宠物,Oat Milky Pet,3.1,3.1,3.1,0.0
鸡蛋面,Egg Noodle,3.1,3.1,3.1,0.0
拉面,Ramen Noodle,3.1,3.1,3.1,0.0
有机番茄帕萨塔,Organic Tomato Passata,2.2,2.2,2.2,0.0
预先包装的奇怪的一堆梨,The Odd Bunch Pear Prepacked,4.7,2.8,4.7,1.9
奇怪的一堆苹果预先包装的小篮子,The Odd Bunch Apples Prepacked Punnet,4.7,3.1,4.7,1.6
橡木巧克力牛奶,Oak Chocolate Milk,6.5,6.2,6.5,0.3
Woolworths 不含乳糖全脂牛奶,Woolworths Free From Lactose Free Full Cream Milk,3.1,3.1,3.1,0.0
维他奶燕麦奶,Vitasoy Oat Milky,2.8,2.45,3.5,0.35
橡木草莓牛奶,Oak Strawberry Milk,6.5,6.2,6.5,0.3
橡木香草麦芽奶,Oak Vanilla Malt Milk,6.5,6.2,6.5,0.3
宏观有机帕萨塔,Macro Organic Passata,2.5,2.2,2.5,0.3
白翅普通面粉全麦,White Wings Plain Flour Wholemeal,3.6,3.0,3.6,0.6
白翼自发面粉全麦,White Wings Self Raising Flour Wholemeal,3.6,3.0,3.6,0.6
切碎的西红柿 4 包,Chopped Tomatoes 4 Pack,5.0,5.0,5.0,0.0
梅子番茄 4 包,Plum Tomatoes 4 Pack,5.0,5.0,5.0,0.0
整个荸荠,Whole Water Chestnuts,1.8,1.8,1.8,0.0
无糖杏仁奶,Unsweetened Almond Milk,4.0,2.65,4.0,1.35
日常燕麦奶咖啡师,Everyday Oat Milk Barista,3.9,3.2,3.9,0.7
玉米粉,Maize Meal,2.88,2.88,3.2,0.0
黄豌豆,Yellow Split Peas,3.2,3.2,3.2,0.0
荔枝汁,Lychee Juice,2.9,2.9,3.2,0.0
芒果汁,Mango Juice,2.9,2.9,3.2,0.0
扁豆红全凯,Lentils Red Whole Kye,3.2,3.2,3.2,0.0
很好的巧克力杏仁奶,So Good Chocolate Almond Milk,3.2,1.6,3.2,1.6
很好的杏仁香草牛奶,So Good Almond Vanilla Milk,3.2,1.6,3.2,1.6
Pure Harves 有机燕麦奶油,Pure Harvest Organic Oat Creamy,3.2,2.0,3.2,1.2
保罗斯智慧白牛奶,Pauls Smarter White Milk,3.2,3.2,3.2,0.0
拉吉娜意大利番茄酱帕萨塔,La Gina Italian Tomato Paste Passata,2.2,2.2,2.2,0.0
麦肯齐的双碳水化合物苏打水,Mckenzie's Bi Carb Soda,3.95,3.15,3.95,0.8
Ice Break 常规浓度冰咖啡风味牛奶,Ice Break Regular Strength Iced Coffee Flavoured Milk,6.5,6.5,6.5,0.0
Dare 浓缩冰咖啡,Dare Espresso Iced Coffee,6.3,5.9,7.0,0.4
不敢加糖双倍浓缩冰咖啡,Dare No Added Sugar Double Espresso Iced Coffee,6.3,5.9,7.0,0.4
Dare 摩卡冰咖啡,Dare Mocha Iced Coffee,6.3,5.9,7.0,0.4
桑尼维尔餐桌传播,Sunnyvale Table Spread,3.29,3.29,3.29,0.0
无糖杏仁奶,Unsweetened Almond Milk,3.3,2.2,3.3,1.1
无糖燕麦奶,Unsweetened Oat Milk,3.3,2.2,3.3,1.1
燕麦无糖牛奶,Oat Unsweetened Milk,3.8,2.5,3.8,1.3
杏仁微风无糖杏仁奶,Almond Breeze Unsweetened Almond Milk,3.3,3.3,3.3,0.0
全脂牛奶,Full Cream Milk,9.9,9.9,9.9,0.0
乳制品 淡奶,Dairy Light Milk,9.9,9.9,9.9,0.0
吉拉马萨拉苏打水,Jeera Masala Soda,1.0,1.0,1.0,0.0
有机全麦意大利面,Organic Wholemeal Spaghetti,1.65,1.65,1.65,0.0
有机全麦螺旋,Organic Wholemeal Spirals,1.65,1.65,1.65,0.0
有机通心粉,Organic Penne Pasta,1.65,1.65,1.65,0.0
有机意大利面,Organic Pasta Spaghetti,1.65,1.65,1.65,0.0
甜芥末泡菜,Sweet Mustard Pickles,1.7,1.7,1.7,0.0
蓝丝带饼干和奶油冰淇淋桶,Blue Ribbon Cookies & Cream Ice cream tub,6.5,6.5,6.5,0.0
蓝丝带香草冰淇淋桶,Blue Ribbon Vanilla Ice Cream Tub,6.5,6.5,6.5,0.0
蓝丝带经典巧克力冰淇淋桶,Blue Ribbon Classic Chocolate Ice Cream Tub,6.5,6.5,6.5,0.0
蓝丝带那不勒斯冰淇淋桶,Blue Ribbon Neapolitan Ice Cream Tub,6.5,6.5,6.5,0.0
蓝丝带淡香草冰淇淋桶,Blue Ribbon Light Vanilla Ice Cream Tub,6.5,6.5,6.5,0.0
维他奶燕麦奶,Vitasoy Oat Milk,2.0,1.65,3.3,0.35
维他奶无糖杏仁奶,Vitasoy Almond Milk Unsweetened,2.0,1.65,3.3,0.35
维他奶米浆,Vitasoy Rice Milk,2.45,2.45,3.3,0.0
杏仁微风无糖杏仁奶,Almond Breeze Unsweetened Almond Milk,3.3,1.65,3.3,1.65
维他奶高钙米浆,Vitasoy Calcium Enriched Rice Milk,3.3,2.3,3.3,1.0
Hunter Belle 全脂未均质牛奶,Hunter Belle Full Cream Milk Unhomogenised,6.6,6.6,6.6,0.0
宏观有机螺旋面食,Macro Organic Spirals Pasta,1.95,1.65,1.95,0.3
宏观有机全麦螺旋,Macro Organic Wholemeal Spirals,1.95,1.65,1.95,0.3
有机通心粉,Macro Organic Penne Pasta,1.95,1.65,1.95,0.3
宏观有机意大利面,Macro Organic Spaghetti Pasta,1.95,1.65,1.95,0.3
宏观有机全麦意大利面,Macro Organic Wholemeal Spaghetti,1.95,1.65,1.95,0.3
宏观有机全麦通心粉,Macro Organic Wholemeal Penne,1.95,1.65,1.95,0.3
Vetta 农村援助通心粉超值套装,Vetta Rural Aid Penne Pasta Value Pack,2.5,2.0,2.5,0.5
Vetta 农村援助螺旋意大利面超值装,Vetta Rural Aid Spirals Pasta Value Pack,2.5,2.0,2.5,0.5
伍尔沃斯柠檬汁,Woolworths Lemon Juice,1.65,1.65,1.65,0.0
Ocean Spray 经典蔓越莓饮料,Ocean Spray Classic Cranberry Drink,4.99,4.99,4.99,0.0
柠檬派罗瓦软饮料,Lemon & Paeroa Soft Drink,3.4,3.4,5.0,0.0
Woolworths 土豆泥袋,Woolworths Mashing Potatoes Bag,7.0,4.5,7.0,2.5
乳制品大豆淡钙加牛奶,Dairy Soy Light Calcium Plus Milk,3.35,3.35,3.35,0.0
无糖杏仁奶,Unsweetened Almond Milk,2.6,2.6,3.4,0.0
很好的高蛋白杏仁奶,So Good High Protein Almond Milk,3.4,2.0,3.4,1.4
Zymil 无麸质和乳糖全脂牛奶,Zymil Gluten free & lactose Free Full Cream Milk,6.4,5.95,6.8,0.45
木薯淀粉,Tapioca Starch,1.7,1.7,1.7,0.0
黑扁豆,Black Lentils ,3.4,3.4,3.4,0.0
亚洲酱油,Asia Soy Sauce,6.5,6.5,6.5,0.0
亚洲生抽,Asia Light Soy Sauce,6.5,6.5,6.5,0.0
茉莉花,Rice Jasmine,3.35,3.35,3.35,0.0
中粒糙米,Medium Grain Brown Rice,6.7,6.7,6.7,0.0
中粒白卡罗斯米,Medium Grain White Calrose Rice,6.7,6.7,6.7,0.0
Pureharvest 杏仁奶不加糖,Pureharvest Almond Milk Unsweetened,3.4,1.7,3.4,1.7
很好的高蛋白杏仁,So Good High Protein Almond,3.4,2.3,3.4,1.1
Pauls Zymil 无乳糖全脂牛奶,Pauls Zymil Lactose Free Full Cream Milk,6.8,5.95,6.8,0.85
Pauls Zymil 低脂牛奶,Pauls Zymil Low Fat Milk,6.8,5.95,6.8,0.85
维他奶钙豆奶,Vitasoy Calci Plus Soy Milk,3.4,2.7,3.4,0.7
诺科全脂牛奶,Norco Full Cream Milk,1.7,1.7,1.7,0.0
Woolworths 茉莉香米,Woolworths Jasmine Rice,3.5,3.35,3.5,0.15
Sunrice 白米 Calrose 中粒,Sunrice White Rice Calrose Medium Grain,6.5,6.5,8.6,0.0
Sunrice 糙米 中粒,Sunrice Brown Rice Medium Grain,6.5,6.5,8.6,0.0
日米茉莉花,Sunrice Jasmine,6.5,6.5,8.6,0.0
必需品面包屑,Essentials Breadcrumbs,3.0,2.55,3.0,0.45
CSR红糖,Csr Brown Sugar,4.9,3.9,4.9,1.0
白翅普通面粉,White Wings Plain Flour,3.4,2.5,3.4,0.9
白翼自发面粉,White Wings Self Raising Flour,3.4,2.5,3.4,0.9
Laucke 杂粮面包粉,Laucke Multigrain Bread Mix,17.0,12.0,17.0,5.0
淡奶,Light Milk,6.9,6.9,6.9,0.0
全脂牛奶,Dairy Full Cream Milk,6.9,6.9,6.9,0.0
A2牛奶 全脂牛奶,A2 Milk Full Cream Milk,6.9,6.9,6.9,0.0
A2牛奶淡奶,A2 Milk Light Milk,6.9,6.9,6.9,0.0
精选橙浆,Pick'd Orange Pulp,2.99,2.99,3.49,0.0
无乳制品咖啡师杏仁奶,Dairy Free Barista Almond Milk,3.3,3.3,3.5,0.0
咖啡师燕麦奶,Barista Oat Milk,3.5,3.5,3.5,0.0
传播常规,Spread Regular,3.5,3.5,3.5,0.0
很好的燕麦牛奶巧克力,So Good Oat Milk Chocolate,3.5,2.6,3.5,0.9
查纳·达尔,Channa Dhall,3.5,3.5,3.5,0.0
粗面粉,Semolina Coarse,3.5,3.5,3.5,0.0
细粗面粉,Fine Semolina,3.5,3.5,3.5,0.0
鹰嘴豆,Chick Peas,1.4,1.4,1.4,0.0
红芸豆,Red Kidney Beans,1.4,1.4,1.4,0.0
意大利卷豆,Cannellini Beans,1.4,1.4,1.4,0.0
混合豆水,Mixed Beans In Water,1.4,1.4,1.4,0.0
扁豆,Lentils,1.4,1.4,1.4,0.0
宏观有机鹰嘴豆,Macro Organic Chickpeas,1.5,1.5,1.5,0.0
宏观有机卷豆,Macro Organic Cannellini Beans,1.5,1.5,1.5,0.0
宏观有机扁豆,Macro Organic Lentils,1.5,1.5,1.5,0.0
宏观有机红芸豆,Macro Organic Red Kidney Beans,1.5,1.5,1.5,0.0
Essentials 桌布 柔软且可涂抹,Essentials Table Spread Soft And Spreadable,3.0,2.8,3.5,0.2
好米 澳大利亚长粒米,Nice Rice Australian Long Grain Rice,3.5,3.2,3.5,0.3
必需品蛋糕粉香草,Essentials Cake Mix Vanilla,1.15,1.15,1.3,0.0
必需品黄油蛋糕粉,Essentials Butter Cake Mix,1.15,1.15,1.3,0.0
必需品蛋糕粉巧克力,Essentials Cake Mix Chocolate,1.15,1.15,1.3,0.0
Il Molino 披萨面粉,Il Molino Pizza Flour,3.5,3.5,3.5,0.0
Il Molino Chiavazza 法里诺面粉,Il Molino Chiavazza Farino Flour,3.5,3.5,3.5,0.0
Il Molino 硬质小麦细粗粒小麦粉意大利面粉,Il Molino Durum Wheat Fine Semolina Pasta Flour,3.5,3.5,3.5,0.0
糖浆荔枝,Lychees In Syrup,2.0,2.0,2.0,0.0
市场价冷冻菠菜,Market Fare Frozen Spinach,0.89,0.89,0.89,0.0
Woolworths 准备套装冷冻蒸胡萝卜玉米和西兰花,Woolworths Prep Set Go Frozen Steamed Carrot Corn & Broccoli,4.0,1.6,4.0,2.4
Woolworths 花园豌豆绿,Woolworths Garden Peas Green,1.5,1.5,1.8,0.0
无添加糖巧克力味牛奶,No Added Sugar Chocolate Flavoured Milk,3.3,1.8,3.5,1.5
无乳糖巧克力牛奶,Lactose Free Chocolate Milk,2.9,2.9,3.7,0.0
做作的波基,Hokey Pokey,1.8,1.8,1.8,0.0
高蛋白全脂牛奶,High Protein Full Cream Milk,3.6,3.6,3.6,0.0
高蛋白淡奶,High Protein Light Milk,3.6,3.6,3.6,0.0
杏仁微风巧克力味杏仁奶,Almond Breeze Chocolate Flavoured Almond Milk,3.6,3.6,3.6,0.0
无乳杏仁长寿牛奶,Dairy Free Almond Long Life Milk,2.6,2.6,3.6,0.0
荔枝味芦荟饮,Lychee Flavour Aloe Vera Drink,5.3,5.3,5.45,0.0
印度香米,Basmati Rice,18.0,18.0,18.0,0.0
清淡奶油经典香草冰淇淋,Light & Creamy Classic Vanlla Ice Cream,6.5,6.5,6.5,0.0
清淡奶油法式香草冰淇淋,Light & Creamy French Vanilla Ice Cream,6.5,6.5,6.5,0.0
轻盈奶油覆盆子波纹冰淇淋,Light & Creamy Raspberry Ripple Ice Cream,6.5,6.5,6.5,0.0
清淡奶油巧克力焦糖香草冰淇淋,Light & Creamy Choc Caramel & Vanilla Ice Cream,6.5,6.5,6.5,0.0
宏观有机黑豆不加盐,Macro Organic Black Bean No Added Salt,1.5,1.5,1.5,0.0
Macro Organic 4 Bean Mix 无添加盐,Macro Organic 4 Bean Mix No Added Salt,1.5,1.5,1.5,0.0
宏观有机斑豆,Macro Organic Pinto Beans,1.5,1.5,1.5,0.0
Macro Organic 3 Bean Mix 无添加盐,Macro Organic 3 Bean Mix No Added Salt,1.5,1.5,1.5,0.0
宏观有机 Borlotti 豆不添加盐,Macro Organic Borlotti Beans No Added Salt,1.5,1.5,1.5,0.0
宏观有机红小豆,Macro Organic Adzuki Beans,1.5,1.5,1.5,0.0
Pureharvest 有机杏仁奶,Pureharvest Organic Almond Milk,3.6,1.8,3.6,1.8
A2牛奶 无乳糖全脂牛奶,A2 Milk Lactose Free Full Cream Milk,6.9,6.9,7.2,0.0
全乳制品 淡奶 高蛋白,The Complete Dairy Light Milk High Protein,3.6,2.9,3.6,0.7
A2牛奶 无乳糖淡奶,A2 Milk Lactose Free Light Milk,6.9,6.9,7.2,0.0
全脂牛奶,The Complete Dairy Full Cream Milk,3.6,2.9,3.6,0.7
伍尔沃斯印度香米,Woolworths Basmati Rice,18.0,18.0,18.0,0.0
Woolworths 澳大利亚麦麸,Woolworths Australian Wheat Bran,1.8,1.8,1.8,0.0
Essentials 加工麸皮棒,Essentials Processed Bran Sticks,1.79,1.79,1.79,0.0
瓦尔维德帕萨塔酱,Val Verde Passata Sauce,3.5,2.8,3.5,0.7
芦荟加蜂蜜饮料,Aloe Vera With A Hint Of Honey Drink,5.3,5.3,5.45,0.0
Woolworths 杏汁,Woolworths Apricots In Juice,3.0,3.0,3.0,0.0
Woolworths 糖浆桃子半片,Woolworths Peach Halves In Syrup,2.8,2.8,3.0,0.0
无乳糖全脂牛奶,Lactose Free Full Cream Milk,6.9,6.9,7.3,0.0
无乳糖淡奶,Lactose Free Light Milk,6.9,6.9,7.3,0.0
糖浆芒果片,Mango Slices In Syrup,1.55,1.55,1.55,0.0
Woolworths 糖浆芒果片,Woolworths Mango Slices In Syrup,1.55,1.55,1.55,0.0
棕色洋葱散装,Brown Onions Loose,0.7,0.63,0.7,0.07
白面包,White Bread,2.4,2.4,2.5,0.0
甜辣小黄瓜,Sweet Spiced Gherkins,2.0,2.0,2.0,0.0
麦肯齐鹰嘴豆,Mckenzie's Chick Peas,3.7,3.7,3.7,0.0
Woolworths 去核枣子,Woolworths Pitted Dates,2.5,1.85,2.5,0.65
预先包装好的奇怪的西葫芦,The Odd Bunch Zucchini Prepacked,3.5,2.3,3.5,1.2
洗净的土豆,Washed Potatoes,7.9,5.5,7.9,2.4
马里斯派珀洗土豆,Maris Piper Washed Potatoes,7.5,7.5,7.5,0.0
皇家蓝土豆,Royal Blue Potatoes,7.9,7.5,7.9,0.4
卡里斯玛洗土豆,Carisma Washed Potatoes,5.0,5.0,7.9,0.0
有机红肾豆,Organic Beans Red Kidney,1.5,1.5,1.5,0.0
有机豆 4 豆混合,Organic Beans 4 Bean Mix,1.5,1.5,1.5,0.0
有机豆鹰嘴豆,Organic Beans Chick Peas,1.5,1.5,1.5,0.0
Woolworths 奶油玉米,Woolworths Creamed Corn,1.45,1.45,1.5,0.0
Woolworths 红色水洗土豆袋,Woolworths Red Washed Potatoes Bag,7.9,4.5,7.9,3.4
Brooklea Joi 芒果酸奶,Brooklea Joi Mango Yogurt,3.79,3.79,3.79,0.0
布鲁克利家庭淡味酸奶,Brooklea Family Lite Yogurt,3.79,3.79,3.79,0.0
预先包装的小白土豆,Baby White Potatoes Prepacked,4.5,3.8,4.7,0.7
婴儿卡里斯玛土豆,Baby Carisma Potatoes,4.5,3.8,4.5,0.7
预包装小红皇家土豆,Baby Red Royale Potatoes Prepacked,4.5,3.8,4.5,0.7
裂开的黄豌豆,Split Yellow Peas,1.9,1.9,1.9,0.0
汤料,Soup Mix,1.9,1.9,1.9,0.0
大麦珍珠,Barley Pearl,1.9,1.9,1.9,0.0
劈开的青豌豆,Split Green Peas,1.9,1.9,1.9,0.0
糯米粉,Glutinous Rice Flour ,1.9,1.9,1.9,0.0
菜籽油,Canola Oil,15.0,15.0,15.0,0.0
植物油,Vegetable Oil,15.0,15.0,15.0,0.0
中粒糙米,Medium Grain Brown Rice,19.0,19.0,19.0,0.0
中粒白米,Medium Grain White Rice,19.0,19.0,19.0,0.0
酱油,Soy Sauce,1.9,1.9,1.9,0.0
冷冻澳洲豌豆,Frozen Australian Peas,3.8,3.8,3.8,0.0
宏观有机焗豆,Macro Organic Baked Beans,1.6,1.6,1.6,0.0
贝尔农场切碎菠菜,Bell Farms Chopped Spinach,1.2,0.95,1.2,0.25
Pureharvest 可可淬火椰奶,Pureharvest Coco Quench Coconut Milk,3.8,1.9,3.8,1.9
Pureharvest 杏仁淬火,Pureharvest Almond Quench,3.8,1.9,3.8,1.9
Woolworths 澳大利亚菜籽油,Woolworths Australian Canola Oil,13.5,13.5,15.0,0.0
Woolworths 混合植物油,Woolworths Blended Vegetable Oil,13.5,13.5,15.0,0.0
麦肯齐的干青豌豆,Mckenzie's Dried Green Split Peas,1.9,1.6,1.9,0.3
麦肯齐的干菜薏米,Mckenzie's Dried Veg Pearl Barley,1.9,1.6,1.9,0.3
麦肯齐的干蔬菜黄豌豆,Mckenzie's Dried Veg Yellow Split Peas,1.9,1.6,1.9,0.3
麦肯齐的混合汤,Mckenzie's Soup Mix,1.9,1.6,1.9,0.3
Woolworths 白色水洗小土豆袋,Woolworths White Washed Baby Potatoes Bag,4.3,3.8,4.3,0.5
伍尔沃斯印度香米,Woolworths Basmati Rice,7.5,7.5,7.5,0.0
日米糙米,Sunrice Brown Rice,19.0,15.2,19.0,3.8
Sunrice 白米 Calrose 中粒,Sunrice White Rice Calrose Medium Grain,26.0,19.0,38.0,7.0
条胡酱油,Tiao Hu Soy Sauce,1.9,1.7,1.9,0.2
黄金全脂牛奶,Gold Full Cream Milk ,3.3,2.9,3.3,0.4
黄金有机牛奶,Gold Organic Milk,5.5,5.5,5.8,0.0
澳洲桃片汁,Australian Peach Slices In Juice,3.2,3.2,3.2,0.0
糖浆菠萝片,Pineapple Pieces in Syrup,1.65,1.65,1.65,0.0
糖浆菠萝片,Pineapple Slices in Syrup,1.65,1.65,1.65,0.0
Woolworths 果汁菠萝片,Woolworths Pineapple Slices In Juice,1.65,1.65,1.65,0.0
Woolworths 果汁桃片,Woolworths Peach Slices In Juice,3.0,3.0,3.2,0.0
Woolworths 糖浆桃片,Woolworths Peach Slices In Syrup,2.6,2.6,3.2,0.0
温室桁架西红柿,Greenhouse Truss Tomatoes,0.69,0.55,0.69,0.14
粉红女士苹果中号,Pink Lady Apples Medium,1.18,0.6,1.18,0.58
帕克汉梨 1Kg,Packham Pears 1Kg,4.9,3.5,5.5,1.4
皇家奶油拉丝土豆散装,Creme Royale Brushed Potatoes loose,0.78,0.5,0.84,0.28
迷你梨 1kg,Pears Mini 1kg,5.5,3.5,5.5,2.0
整个胡桃南瓜,Butternut Pumpkin Whole,7.8,5.8,8.0,2.0
裹胡桃南瓜,Wrapped Butternut Pumpkin,2.73,2.03,2.8,0.7
无糖杏仁奶,Unsweetened Almond Milk,2.35,1.95,3.9,0.4
无脂牛奶,No Fat Milk,3.9,3.9,3.9,0.0
全脂超高温灭菌牛奶,Full Cream UHT Milk,3.9,3.9,3.9,0.0
Zymil 低脂牛奶,Zymil Low Fat Milk,3.9,3.9,3.9,0.0
Zymil 无乳糖全脂牛奶,Zymil Lactose Free Full Cream Milk,3.9,3.9,3.9,0.0
心脏活性牛奶,Heart Active Milk,3.9,3.9,3.9,0.0
Zymil 无乳糖脱脂牛奶,Zymil Lactose Free Skim Milk,3.9,3.9,3.9,0.0
低脂牛奶,Light Fat Milk,3.9,3.9,3.9,0.0
全脂牛奶,Full Cream Milk,3.9,3.9,3.9,0.0
开胃帕萨塔酱,Buon Appetito Passata Sauce,2.7,2.7,2.7,0.0
30% 减糖番茄酱,30% Sugar Reduced Tomato Sauce,1.95,1.95,1.95,0.0
30% 减糖烧烤酱,30% Sugar Reduced Bbq Sauce,1.95,1.95,1.95,0.0
挤汁番茄,Squeezy Sauce Tomato,1.95,1.95,1.95,0.0
挤酱烧烤,Squeezy Sauce BBQ,1.95,1.95,1.95,0.0
Woolworths 新鲜粉红女士苹果 Punnet,Woolworths Fresh Pink Lady Apples Punnet,4.9,3.9,4.9,1.0
维他奶益生元燕麦奶,Vitasoy Prebiotic Oat Milk,3.9,3.9,3.9,0.0
A2牛奶全脂超高温牛奶,A2 Milk Full Cream Uht Milk,3.9,3.9,3.9,0.0
Pauls Zymil 淡味无乳糖牛奶,Pauls Zymil Light Lactose Free Milk,3.9,3.9,3.9,0.0
奶农心活性淡牛奶,Dairy Farmers Heart Active Light Milk,3.9,3.9,3.9,0.0
Pauls Zymil 无乳糖全脂牛奶,Pauls Zymil Lactose Free Full Cream Milk,3.9,3.9,3.9,0.0
A2牛奶 全脂牛奶,A2 Milk Full Cream Milk,3.9,3.9,3.9,0.0
Pauls Zymil 脱脂牛奶,Pauls Zymil Skim Milk,3.9,3.9,3.9,0.0
A2牛奶淡奶,A2 Milk Light Milk,3.9,3.9,3.9,0.0
维他奶无糖燕麦,Vitasoy Oat Unsweetened,3.8,2.65,3.8,1.15
Woolworths 番茄酱挤压,Woolworths Tomato Sauce Squeeze,2.1,1.95,2.1,0.15
必需品粗意大利面酱,Essentials Chunky Pasta Sauce,2.75,2.5,2.75,0.25
Woolworths 烧烤酱挤压,Woolworths Barbecue Sauce Squeeze,2.1,1.95,2.1,0.15
必需品传统面食酱,Essentials Traditional Pasta Sauce,2.45,2.45,2.75,0.0
必需品红糖,Essentials Brown Sugar,3.3,3.3,3.85,0.0
CSR白糖,Csr White Sugar,1.95,1.95,1.95,0.0
额外的奶油牛奶,Extra Creamy Milk,3.95,3.15,3.95,0.8
奶油牛奶,Creamy Milk,3.95,3.95,3.95,0.0
Coles Spudlite 小土豆,Coles Spudlite Baby Potato,3.5,3.0,3.5,0.5
